Morning,Afternoon,Evening,Night,CaseRatio,WordRatio,VerbRatio,NounRatio,PuncRatio,AdjectiveRatio,AdverbRatio,AbrvRatio,NumeralRatio,DeterminerRatio,PostPositiveRatio,DuplicatorRatio,ConjunctionRatio,InterjectionRatio,PronounRatio,QuestionRatio,IncorrectRatio,NegativeRatio,PluralRatio,PresentTimeRatio,FutureTimeRatio,PastTimeRatio,NarrTimeRatio,ProgTimeRatio,CondRatio,ImpRatio,NecessRatio,AbilRatio,NegAbilRatio,QuestionPuncRatio,ExclamationRatio,EllipsisRatio,CommaRatio,FullStopRatio,EnglishRatio,SmilingRatio,AffectedRatio,TongueRatio,NeutralRatio,UnwellRatio,NegRatio,RomanticRatio,FingersRatio,ActivityRatio,SportRatio,PlantRatio
0.539,0.762,0.461,0.238,89.235,10.629,1.460,4.508,1.255,0.891,0.552,0.000,0.196,0.395,0.166,0.005,0.366,0.085,0.389,0.097,0.923,0.237,0.830,0.255,0.070,0.354,0.109,0.260,0.061,0.228,0.006,0.043,0.043,0.053,0.019,0.068,0.000,0.427,0.009,0.009,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000
0.482,0.583,0.518,0.417,90.475,16.997,0.552,10.058,1.443,1.095,0.197,0.000,0.900,0.146,0.252,0.003,0.405,0.154,0.071,0.009,4.255,0.072,0.719,0.043,0.042,0.145,0.027,0.079,0.039,0.133,0.009,0.015,0.003,0.020,0.032,0.020,0.000,0.303,0.201,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.004
0.650,0.670,0.350,0.330,90.716,14.069,1.088,7.231,1.643,1.096,0.465,0.000,0.291,0.371,0.231,0.003,0.459,0.103,0.215,0.070,2.198,0.135,1.063,0.195,0.070,0.228,0.083,0.194,0.053,0.187,0.007,0.036,0.009,0.089,0.154,0.047,0.000,0.307,0.093,0.043,0.007,0.002,0.001,0.006,0.000,0.010,0.094,0.000,0.003,0.001
0.696,0.649,0.304,0.351,91.166,5.561,1.014,2.149,0.270,0.595,0.277,0.000,0.108,0.297,0.081,0.000,0.182,0.054,0.351,0.074,0.331,0.176,0.345,0.196,0.047,0.203,0.088,0.236,0.034,0.122,0.000,0.020,0.020,0.047,0.014,0.007,0.000,0.068,0.000,0.257,0.000,0.007,0.041,0.014,0.000,0.000,0.189,0.000,0.000,0.000
0.657,0.695,0.343,0.305,87.951,17.583,1.222,8.403,2.476,1.377,0.530,0.000,0.588,0.423,0.279,0.005,0.477,0.060,0.232,0.047,2.677,0.189,1.169,0.208,0.092,0.238,0.116,0.197,0.069,0.186,0.011,0.045,0.032,0.072,0.064,0.079,0.000,0.481,0.053,0.011,0.003,0.001,0.001,0.003,0.000,0.007,0.003,0.000,0.000,0.008
0.698,0.531,0.302,0.469,93.809,12.204,1.650,5.186,1.125,1.191,0.599,0.000,0.199,0.472,0.215,0.003,0.377,0.032,0.499,0.066,1.066,0.292,1.236,0.350,0.061,0.374,0.133,0.260,0.085,0.183,0.019,0.040,0.080,0.109,0.019,0.029,0.000,0.393,0.008,0.021,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.564,0.459,0.436,0.541,83.717,11.354,0.776,6.580,0.624,0.964,0.186,0.000,0.560,0.195,0.147,0.001,0.474,0.010,0.037,0.037,2.587,0.074,0.721,0.062,0.051,0.295,0.015,0.049,0.004,0.239,0.003,0.040,0.003,0.045,0.009,0.001,0.000,0.012,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.405,0.767,0.595,0.233,94.223,10.377,1.697,4.189,0.616,0.930,0.661,0.000,0.130,0.437,0.227,0.014,0.338,0.058,0.438,0.124,0.846,0.237,0.658,0.241,0.056,0.482,0.163,0.395,0.052,0.161,0.016,0.030,0.050,0.026,0.008,0.031,0.000,0.075,0.008,0.003,0.001,0.000,0.001,0.003,0.000,0.000,0.005,0.000,0.000,0.000
0.356,0.772,0.644,0.228,91.696,8.468,1.187,3.234,0.964,0.754,0.470,0.000,0.146,0.351,0.163,0.005,0.291,0.090,0.380,0.071,0.772,0.171,0.577,0.195,0.041,0.285,0.107,0.254,0.029,0.124,0.009,0.029,0.042,0.081,0.010,0.118,0.000,0.416,0.011,0.007,0.001,0.000,0.002,0.001,0.000,0.009,0.003,0.000,0.001,0.000
0.593,0.708,0.407,0.292,93.323,11.928,1.658,4.372,1.573,1.114,0.716,0.000,0.132,0.454,0.252,0.003,0.457,0.015,0.581,0.047,0.835,0.357,1.184,0.418,0.117,0.199,0.073,0.282,0.144,0.166,0.025,0.087,0.077,0.071,0.033,0.014,0.000,0.689,0.004,0.003,0.001,0.000,0.000,0.000,0.000,0.001,0.003,0.000,0.001,0.000
0.613,0.574,0.387,0.426,89.437,11.716,1.099,5.539,1.451,1.048,0.414,0.000,0.361,0.324,0.175,0.005,0.303,0.050,0.199,0.052,1.311,0.153,0.901,0.162,0.083,0.280,0.071,0.215,0.038,0.173,0.009,0.021,0.042,0.037,0.107,0.066,0.000,0.339,0.003,0.017,0.003,0.001,0.002,0.004,0.001,0.003,0.010,0.000,0.003,0.000
0.552,0.493,0.448,0.507,90.077,15.526,0.342,10.044,1.613,0.271,0.074,0.000,0.149,0.155,0.035,0.003,0.118,0.367,0.102,0.001,6.439,0.000,0.055,0.040,0.000,0.039,0.001,0.001,0.077,0.139,0.000,0.006,0.000,0.066,0.050,0.023,0.000,0.562,0.668,0.030,0.009,0.001,0.002,0.009,0.002,0.014,0.012,0.001,0.001,0.003
0.726,0.670,0.274,0.330,85.284,12.391,1.372,4.964,1.275,0.761,0.578,0.000,0.202,0.438,0.183,0.000,0.411,0.093,0.547,0.089,2.036,0.210,0.752,0.210,0.068,0.334,0.113,0.281,0.054,0.189,0.013,0.029,0.043,0.048,0.033,0.035,0.000,0.125,0.031,0.074,0.016,0.011,0.009,0.022,0.001,0.057,0.020,0.000,0.000,0.010
0.533,0.879,0.467,0.121,95.599,11.776,1.606,4.842,0.685,1.012,0.782,0.000,0.424,0.703,0.248,0.006,0.539,0.061,0.491,0.073,1.273,0.303,0.788,0.273,0.073,0.448,0.176,0.267,0.103,0.200,0.000,0.061,0.042,0.109,0.048,0.000,0.000,0.224,0.024,0.145,0.000,0.000,0.000,0.006,0.006,0.000,0.012,0.000,0.000,0.000
0.852,0.437,0.148,0.563,92.902,9.715,1.265,4.069,0.832,0.823,0.505,0.000,0.309,0.370,0.148,0.003,0.437,0.090,0.370,0.078,1.148,0.205,0.705,0.216,0.078,0.236,0.099,0.244,0.045,0.226,0.010,0.040,0.036,0.075,0.036,0.025,0.000,0.171,0.003,0.055,0.002,0.003,0.001,0.003,0.001,0.007,0.008,0.000,0.003,0.000
0.631,0.623,0.369,0.377,90.967,11.541,1.459,5.189,1.631,0.893,0.467,0.000,0.344,0.197,0.172,0.000,0.344,0.082,0.221,0.057,1.025,0.197,0.992,0.230,0.082,0.270,0.066,0.270,0.033,0.336,0.033,0.033,0.049,0.090,0.041,0.049,0.000,0.713,0.008,0.016,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000
0.497,0.821,0.503,0.179,88.801,11.846,1.385,4.922,1.790,0.953,0.617,0.000,0.106,0.407,0.195,0.002,0.375,0.030,0.532,0.099,0.720,0.275,0.993,0.267,0.078,0.238,0.082,0.294,0.065,0.160,0.008,0.055,0.057,0.125,0.051,0.028,0.000,0.398,0.001,0.022,0.004,0.000,0.001,0.000,0.000,0.003,0.011,0.002,0.002,0.001
0.720,0.620,0.280,0.380,86.191,14.717,0.958,7.720,1.804,1.092,0.357,0.000,0.356,0.331,0.216,0.003,0.512,0.059,0.141,0.021,2.109,0.118,1.311,0.129,0.086,0.176,0.055,0.163,0.039,0.177,0.020,0.035,0.018,0.044,0.093,0.051,0.000,0.456,0.060,0.008,0.000,0.000,0.000,0.001,0.000,0.003,0.008,0.000,0.000,0.002
0.595,0.561,0.405,0.439,92.430,12.427,1.529,5.575,1.009,1.193,0.576,0.000,0.214,0.433,0.258,0.005,0.549,0.096,0.444,0.091,1.132,0.319,1.171,0.263,0.099,0.297,0.074,0.272,0.076,0.266,0.007,0.029,0.045,0.036,0.067,0.032,0.000,0.370,0.003,0.085,0.007,0.000,0.007,0.005,0.000,0.003,0.001,0.000,0.000,0.000
0.603,0.742,0.397,0.258,85.327,11.003,0.967,5.183,1.535,0.783,0.342,0.000,0.239,0.318,0.155,0.003,0.284,0.099,0.220,0.053,1.729,0.161,0.727,0.147,0.052,0.242,0.062,0.187,0.027,0.144,0.010,0.023,0.032,0.096,0.104,0.062,0.000,0.442,0.044,0.043,0.005,0.000,0.003,0.009,0.000,0.028,0.049,0.001,0.010,0.003
0.732,0.602,0.268,0.398,91.877,9.123,1.283,4.145,0.833,0.742,0.425,0.000,0.174,0.311,0.180,0.014,0.298,0.037,0.293,0.062,0.830,0.244,0.995,0.237,0.056,0.250,0.121,0.220,0.092,0.209,0.010,0.032,0.038,0.040,0.027,0.043,0.000,0.291,0.008,0.014,0.000,0.000,0.005,0.003,0.000,0.000,0.002,0.000,0.000,0.000
0.691,0.722,0.309,0.278,87.649,11.905,0.589,6.144,1.293,0.279,0.264,0.000,0.270,0.190,0.028,0.043,0.173,0.070,0.131,0.003,4.178,0.002,0.041,0.285,0.000,0.014,0.002,0.000,0.038,0.214,0.000,0.001,0.000,0.090,0.202,0.055,0.000,0.367,0.010,0.274,0.002,0.013,0.015,0.023,0.114,0.005,0.008,0.009,0.008,0.000
0.591,0.614,0.409,0.386,97.374,14.523,2.205,6.045,1.477,1.295,0.932,0.000,0.182,0.591,0.250,0.000,0.386,0.136,0.591,0.045,0.977,0.227,1.386,0.159,0.091,0.318,0.136,0.545,0.136,0.500,0.023,0.068,0.045,0.045,0.000,0.136,0.000,0.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000
0.530,0.715,0.470,0.285,88.142,13.112,1.486,6.099,1.707,1.051,0.553,0.000,0.310,0.416,0.219,0.003,0.369,0.075,0.363,0.053,1.164,0.222,1.164,0.228,0.118,0.284,0.092,0.283,0.063,0.251,0.019,0.024,0.047,0.069,0.102,0.045,0.000,0.554,0.006,0.035,0.027,0.000,0.002,0.003,0.003,0.012,0.021,0.000,0.002,0.001
0.536,0.702,0.464,0.298,91.656,11.682,1.778,4.847,1.171,0.948,0.493,0.000,0.196,0.447,0.196,0.006,0.341,0.054,0.486,0.110,1.225,0.328,0.734,0.382,0.058,0.451,0.132,0.231,0.091,0.270,0.019,0.034,0.030,0.054,0.084,0.061,0.000,0.374,0.006,0.074,0.000,0.004,0.004,0.007,0.000,0.019,0.006,0.000,0.002,0.000
0.472,0.534,0.528,0.466,94.018,11.490,1.391,5.207,0.983,1.292,0.542,0.000,0.160,0.399,0.262,0.003,0.516,0.047,0.501,0.082,0.764,0.254,1.195,0.181,0.087,0.382,0.134,0.222,0.029,0.222,0.017,0.047,0.044,0.102,0.067,0.026,0.000,0.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.511,0.636,0.489,0.364,85.502,13.208,1.043,6.665,2.032,0.926,0.374,0.000,0.203,0.260,0.117,0.007,0.284,0.082,0.243,0.020,1.974,0.141,0.924,0.147,0.067,0.368,0.037,0.138,0.032,0.154,0.007,0.022,0.009,0.041,0.182,0.102,0.000,0.236,0.019,0.017,0.004,0.000,0.000,0.011,0.000,0.013,0.002,0.002,0.002,0.011
0.469,0.690,0.531,0.310,94.100,13.031,2.079,5.095,1.180,1.045,0.781,0.000,0.388,0.572,0.251,0.011,0.554,0.081,0.485,0.121,1.052,0.294,1.025,0.368,0.112,0.597,0.147,0.342,0.095,0.312,0.008,0.062,0.035,0.048,0.012,0.032,0.000,0.581,0.014,0.130,0.000,0.001,0.001,0.014,0.005,0.000,0.007,0.000,0.000,0.000
0.483,0.804,0.517,0.196,85.801,8.892,1.115,3.842,1.042,0.717,0.404,0.000,0.149,0.371,0.126,0.008,0.254,0.052,0.405,0.063,0.704,0.172,0.735,0.197,0.061,0.231,0.075,0.236,0.039,0.163,0.005,0.031,0.042,0.048,0.018,0.027,0.000,0.188,0.004,0.008,0.002,0.000,0.001,0.002,0.000,0.004,0.006,0.000,0.000,0.001
0.632,0.745,0.368,0.255,88.425,13.889,1.467,5.927,1.980,1.094,0.640,0.000,0.165,0.456,0.234,0.009,0.357,0.037,0.514,0.079,1.311,0.269,1.185,0.271,0.068,0.295,0.089,0.291,0.061,0.215,0.012,0.042,0.045,0.106,0.069,0.054,0.000,0.394,0.002,0.038,0.004,0.005,0.005,0.000,0.000,0.006,0.022,0.002,0.004,0.006
0.022,0.978,0.978,0.022,93.521,6.287,0.866,3.601,0.278,0.677,0.152,0.000,0.287,0.079,0.083,0.003,0.094,0.003,0.026,0.033,1.001,0.056,0.505,0.033,0.080,0.497,0.007,0.177,0.006,0.049,0.001,0.025,0.004,0.039,0.154,0.019,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.417,0.808,0.583,0.192,98.674,9.959,1.522,4.119,0.377,1.063,0.676,0.000,0.193,0.473,0.236,0.003,0.368,0.048,0.435,0.151,0.607,0.240,0.777,0.252,0.061,0.346,0.131,0.338,0.054,0.207,0.007,0.066,0.040,0.015,0.002,0.059,0.000,0.099,0.004,0.003,0.003,0.000,0.000,0.000,0.000,0.003,0.008,0.000,0.000,0.000
0.449,0.742,0.551,0.258,66.496,8.204,0.161,4.979,0.330,1.012,0.066,0.000,0.589,0.040,0.017,0.003,0.104,0.013,0.039,0.011,2.044,0.041,0.111,0.037,0.000,0.018,0.003,0.001,0.016,0.048,0.020,0.014,0.001,0.000,0.006,0.002,0.000,0.033,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.638,0.606,0.362,0.394,91.539,8.032,1.050,3.417,0.788,0.623,0.344,0.000,0.112,0.289,0.150,0.007,0.329,0.074,0.317,0.112,1.092,0.147,0.514,0.123,0.049,0.266,0.073,0.275,0.039,0.157,0.008,0.028,0.025,0.112,0.023,0.062,0.000,0.116,0.027,0.012,0.001,0.001,0.000,0.001,0.000,0.001,0.018,0.000,0.000,0.000
0.587,0.685,0.413,0.315,91.897,17.452,1.411,7.796,2.467,1.448,0.677,0.000,0.695,0.552,0.269,0.002,0.503,0.049,0.251,0.040,2.305,0.213,1.099,0.243,0.089,0.343,0.150,0.244,0.072,0.172,0.019,0.042,0.047,0.044,0.097,0.109,0.000,0.547,0.007,0.008,0.000,0.000,0.000,0.004,0.003,0.000,0.004,0.000,0.003,0.001
0.497,0.789,0.503,0.211,96.904,6.649,0.973,2.759,0.569,0.526,0.358,0.000,0.113,0.252,0.092,0.001,0.288,0.062,0.289,0.051,0.762,0.159,0.464,0.155,0.054,0.228,0.086,0.176,0.029,0.133,0.004,0.020,0.015,0.031,0.003,0.035,0.000,0.217,0.013,0.010,0.025,0.000,0.012,0.004,0.003,0.045,0.002,0.001,0.000,0.001
0.552,0.737,0.448,0.263,90.313,7.962,1.370,3.273,0.301,0.764,0.469,0.000,0.149,0.336,0.182,0.005,0.303,0.041,0.396,0.078,0.603,0.211,0.598,0.215,0.060,0.388,0.115,0.317,0.025,0.149,0.007,0.034,0.026,0.016,0.003,0.007,0.000,0.077,0.002,0.007,0.001,0.001,0.000,0.004,0.000,0.001,0.004,0.000,0.000,0.003
0.566,0.667,0.434,0.333,87.983,8.690,0.868,4.527,0.969,0.457,0.256,0.000,0.132,0.256,0.093,0.000,0.155,0.085,0.318,0.093,1.760,0.178,0.519,0.109,0.047,0.194,0.101,0.163,0.054,0.140,0.016,0.031,0.031,0.132,0.093,0.008,0.000,0.217,0.147,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.008,0.000,0.000,0.000
0.426,0.845,0.574,0.155,89.177,17.019,1.611,7.739,2.010,1.397,0.634,0.000,0.568,0.506,0.286,0.010,0.481,0.098,0.388,0.084,2.196,0.273,1.255,0.221,0.100,0.375,0.124,0.279,0.072,0.263,0.020,0.037,0.047,0.079,0.109,0.050,0.000,0.485,0.003,0.027,0.001,0.002,0.001,0.008,0.023,0.055,0.042,0.000,0.004,0.003
0.727,0.524,0.273,0.476,62.289,9.436,1.074,4.521,1.613,0.682,0.271,0.000,0.172,0.223,0.110,0.003,0.267,0.036,0.155,0.045,1.118,0.118,1.007,0.128,0.037,0.182,0.036,0.146,0.032,0.147,0.022,0.021,0.009,0.063,0.034,0.414,0.000,0.272,0.003,0.126,0.000,0.002,0.000,0.005,0.001,0.000,0.006,0.000,0.000,0.000
0.937,0.300,0.063,0.700,71.847,12.783,0.793,6.189,1.323,1.019,0.181,0.000,0.298,0.106,0.173,0.000,0.241,0.006,0.032,0.018,3.124,0.068,0.915,0.054,0.111,0.252,0.012,0.257,0.006,0.074,0.013,0.036,0.007,0.046,0.230,0.018,0.000,0.025,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.558,0.626,0.442,0.374,87.158,14.802,1.038,7.216,2.022,1.042,0.438,0.000,0.369,0.415,0.206,0.003,0.391,0.059,0.236,0.048,2.395,0.145,0.909,0.168,0.059,0.264,0.074,0.148,0.047,0.166,0.007,0.022,0.031,0.058,0.069,0.117,0.000,0.370,0.062,0.027,0.005,0.003,0.003,0.001,0.001,0.018,0.021,0.000,0.000,0.004
0.700,0.792,0.300,0.208,95.499,9.672,1.654,3.494,0.354,0.849,0.724,0.000,0.099,0.628,0.223,0.004,0.472,0.033,0.564,0.095,0.867,0.279,0.945,0.284,0.120,0.370,0.127,0.377,0.060,0.176,0.009,0.072,0.064,0.102,0.001,0.003,0.000,0.138,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000
0.498,0.844,0.502,0.156,90.098,11.210,1.331,4.676,1.199,0.967,0.640,0.000,0.225,0.385,0.211,0.004,0.499,0.050,0.287,0.087,1.169,0.248,0.693,0.264,0.077,0.358,0.104,0.214,0.066,0.178,0.006,0.034,0.038,0.151,0.051,0.033,0.000,0.348,0.004,0.053,0.001,0.002,0.017,0.009,0.002,0.004,0.003,0.000,0.001,0.001
0.545,0.722,0.455,0.278,93.732,12.712,2.129,5.038,0.639,1.103,0.893,0.000,0.251,0.559,0.303,0.006,0.556,0.106,0.561,0.100,1.330,0.247,0.797,0.315,0.098,0.592,0.218,0.533,0.042,0.191,0.009,0.054,0.054,0.051,0.003,0.014,0.000,0.323,0.002,0.000,0.003,0.000,0.001,0.008,0.000,0.010,0.002,0.000,0.000,0.003
0.667,0.663,0.333,0.337,92.013,8.169,1.029,3.771,0.497,0.762,0.423,0.000,0.112,0.301,0.145,0.004,0.240,0.064,0.322,0.048,1.098,0.147,0.652,0.157,0.056,0.265,0.084,0.200,0.028,0.139,0.006,0.019,0.032,0.009,0.004,0.028,0.000,0.094,0.039,0.004,0.002,0.003,0.001,0.003,0.000,0.010,0.014,0.002,0.000,0.000
0.900,0.500,0.100,0.500,89.688,11.000,0.900,5.500,1.600,1.100,0.600,0.000,0.000,0.500,0.300,0.000,0.200,0.100,0.200,0.000,0.600,0.000,0.600,0.300,0.000,0.100,0.200,0.000,0.000,0.100,0.000,0.100,0.100,0.000,0.100,0.100,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.421,0.674,0.579,0.326,69.983,8.137,0.881,3.521,1.113,0.669,0.419,0.000,0.110,0.299,0.116,0.006,0.257,0.056,0.276,0.034,0.816,0.174,0.443,0.148,0.052,0.162,0.065,0.213,0.039,0.116,0.005,0.021,0.031,0.036,0.018,0.020,0.000,0.186,0.023,0.022,0.006,0.000,0.004,0.005,0.000,0.005,0.001,0.000,0.000,0.007
0.614,0.598,0.386,0.402,88.759,15.196,1.027,7.943,1.982,1.306,0.388,0.000,0.449,0.341,0.218,0.004,0.382,0.041,0.174,0.050,2.095,0.136,1.061,0.144,0.079,0.270,0.115,0.164,0.035,0.130,0.007,0.033,0.020,0.041,0.073,0.067,0.000,0.387,0.008,0.014,0.003,0.000,0.001,0.000,0.000,0.004,0.002,0.000,0.000,0.003
0.702,0.670,0.298,0.330,91.405,7.025,1.004,3.523,0.313,0.433,0.312,0.000,0.257,0.222,0.119,0.004,0.200,0.067,0.226,0.102,1.387,0.140,0.380,0.154,0.029,0.285,0.053,0.220,0.021,0.139,0.004,0.008,0.030,0.152,0.013,0.006,0.000,0.053,0.094,0.235,0.003,0.002,0.018,0.027,0.008,0.003,0.120,0.000,0.000,0.000
0.375,0.836,0.625,0.164,94.821,8.278,1.462,3.042,0.752,0.752,0.453,0.000,0.063,0.383,0.143,0.000,0.299,0.067,0.465,0.045,0.709,0.251,0.747,0.256,0.069,0.366,0.078,0.280,0.042,0.224,0.003,0.024,0.039,0.013,0.021,0.022,0.000,0.592,0.000,0.124,0.007,0.000,0.003,0.000,0.000,0.000,0.025,0.000,0.000,0.000
0.930,0.483,0.070,0.517,88.558,11.941,0.538,6.157,1.803,0.430,0.207,0.000,0.743,0.235,0.069,0.001,0.162,0.146,0.115,0.031,3.946,0.070,0.350,0.101,0.023,0.079,0.043,0.081,0.039,0.135,0.010,0.025,0.009,0.048,0.068,0.136,0.000,0.404,0.120,0.003,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.579,0.758,0.421,0.242,84.622,10.544,1.085,4.917,1.322,0.758,0.416,0.000,0.242,0.279,0.166,0.010,0.260,0.085,0.284,0.065,1.236,0.202,0.889,0.150,0.061,0.269,0.074,0.189,0.028,0.180,0.006,0.022,0.028,0.049,0.068,0.025,0.000,0.297,0.009,0.113,0.009,0.007,0.010,0.016,0.021,0.022,0.015,0.001,0.001,0.001
0.619,0.653,0.381,0.347,89.840,13.751,1.837,5.452,0.637,1.036,0.839,0.000,0.233,0.573,0.252,0.007,0.509,0.188,0.659,0.105,2.309,0.271,0.777,0.270,0.107,0.453,0.134,0.414,0.058,0.265,0.021,0.039,0.065,0.044,0.021,0.012,0.000,0.054,0.041,0.225,0.092,0.000,0.003,0.044,0.001,0.069,0.005,0.000,0.000,0.003
0.778,0.391,0.222,0.609,82.666,11.474,0.183,7.159,1.328,0.192,0.092,0.000,0.340,0.045,0.010,0.007,0.227,0.106,0.047,0.038,4.176,0.000,0.013,0.049,0.000,0.010,0.000,0.000,0.027,0.075,0.000,0.001,0.000,0.044,0.058,0.030,0.000,0.118,0.200,0.022,0.003,0.001,0.003,0.006,0.002,0.005,0.027,0.000,0.000,0.001
0.415,0.793,0.585,0.207,85.001,17.047,0.839,9.441,2.074,0.857,0.314,0.000,0.407,0.265,0.154,0.004,0.317,0.201,0.130,0.023,4.541,0.084,0.693,0.091,0.048,0.212,0.066,0.130,0.053,0.174,0.006,0.016,0.014,0.042,0.079,0.046,0.000,0.347,0.242,0.005,0.001,0.000,0.000,0.002,0.002,0.002,0.001,0.000,0.000,0.003
0.708,0.584,0.292,0.416,93.236,10.204,1.805,3.981,0.501,0.773,0.703,0.000,0.170,0.431,0.167,0.005,0.533,0.074,0.477,0.149,1.147,0.284,0.602,0.255,0.131,0.499,0.113,0.416,0.058,0.195,0.005,0.032,0.053,0.093,0.012,0.003,0.000,0.235,0.027,0.291,0.046,0.002,0.009,0.091,0.001,0.011,0.010,0.000,0.000,0.001
0.620,0.650,0.380,0.350,88.787,9.340,0.880,4.660,1.190,0.500,0.330,0.000,0.290,0.240,0.100,0.000,0.230,0.110,0.250,0.030,1.650,0.150,0.520,0.170,0.040,0.220,0.050,0.090,0.090,0.170,0.010,0.010,0.050,0.020,0.150,0.020,0.000,0.450,0.150,0.040,0.000,0.000,0.000,0.020,0.000,0.000,0.010,0.000,0.000,0.000
1.000,0.000,0.000,1.000,86.522,14.532,0.817,8.018,1.725,0.835,0.303,0.000,0.303,0.330,0.202,0.000,0.431,0.138,0.128,0.028,2.541,0.110,1.028,0.101,0.028,0.147,0.055,0.183,0.073,0.128,0.009,0.018,0.000,0.018,0.046,0.046,0.000,0.404,0.101,0.037,0.000,0.000,0.000,0.000,0.000,0.009,0.018,0.000,0.000,0.000
0.858,0.548,0.142,0.452,92.902,5.876,0.692,3.352,0.338,0.629,0.133,0.000,0.272,0.070,0.080,0.002,0.115,0.009,0.062,0.035,0.985,0.061,0.496,0.071,0.073,0.305,0.015,0.120,0.013,0.056,0.011,0.030,0.010,0.085,0.099,0.001,0.000,0.014,0.005,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.518,0.636,0.482,0.364,96.518,10.895,1.800,4.633,0.503,0.913,0.512,0.000,0.134,0.528,0.228,0.003,0.570,0.043,0.496,0.136,0.970,0.283,0.990,0.381,0.081,0.422,0.124,0.271,0.076,0.229,0.022,0.044,0.047,0.058,0.012,0.003,0.000,0.190,0.003,0.025,0.002,0.000,0.002,0.001,0.000,0.001,0.003,0.000,0.000,0.001
0.573,0.587,0.427,0.413,87.684,13.307,1.347,6.267,1.827,1.107,0.480,0.000,0.213,0.400,0.267,0.000,0.360,0.067,0.347,0.027,1.307,0.253,1.067,0.307,0.080,0.293,0.080,0.120,0.093,0.173,0.027,0.040,0.027,0.027,0.040,0.093,0.000,0.507,0.013,0.027,0.000,0.000,0.000,0.000,0.013,0.040,0.000,0.000,0.000,0.000
0.638,0.677,0.362,0.323,91.026,9.806,1.166,4.342,1.221,0.709,0.375,0.000,0.197,0.289,0.144,0.010,0.328,0.070,0.294,0.074,1.276,0.177,0.751,0.191,0.062,0.279,0.094,0.194,0.048,0.218,0.009,0.026,0.030,0.079,0.035,0.023,0.000,0.450,0.016,0.031,0.001,0.002,0.001,0.009,0.002,0.012,0.005,0.000,0.000,0.000
0.594,0.683,0.406,0.317,88.542,7.775,0.810,4.298,0.845,0.451,0.235,0.000,0.114,0.242,0.068,0.009,0.189,0.034,0.192,0.028,1.041,0.117,0.583,0.109,0.042,0.201,0.052,0.106,0.027,0.185,0.007,0.008,0.019,0.028,0.033,0.015,0.000,0.253,0.020,0.008,0.001,0.001,0.001,0.001,0.005,0.011,0.001,0.001,0.000,0.002
0.523,0.728,0.477,0.272,91.696,14.561,1.281,7.280,1.898,1.230,0.495,0.000,0.410,0.408,0.261,0.001,0.380,0.058,0.205,0.039,1.813,0.196,1.081,0.174,0.087,0.363,0.143,0.177,0.050,0.175,0.009,0.041,0.027,0.028,0.067,0.050,0.000,0.396,0.006,0.035,0.002,0.003,0.002,0.003,0.004,0.004,0.007,0.000,0.000,0.000
0.587,0.581,0.413,0.419,93.813,10.908,1.117,5.127,1.961,0.741,0.369,0.000,0.171,0.335,0.131,0.003,0.250,0.078,0.258,0.081,1.010,0.173,0.870,0.177,0.056,0.235,0.070,0.207,0.048,0.198,0.005,0.028,0.030,0.099,0.063,0.226,0.000,0.343,0.011,0.007,0.000,0.003,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.001
0.622,0.599,0.378,0.401,91.266,12.696,1.351,5.658,1.651,1.056,0.524,0.000,0.157,0.449,0.228,0.001,0.527,0.093,0.379,0.107,1.258,0.208,1.067,0.195,0.096,0.273,0.151,0.207,0.064,0.196,0.006,0.031,0.024,0.104,0.030,0.399,0.000,0.452,0.000,0.003,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001
0.483,0.850,0.517,0.150,73.705,9.601,1.029,4.450,0.401,0.614,0.421,0.000,0.137,0.314,0.128,0.006,0.279,0.059,0.364,0.055,1.817,0.143,0.582,0.166,0.030,0.240,0.056,0.248,0.036,0.140,0.003,0.023,0.038,0.015,0.012,0.017,0.000,0.042,0.032,0.019,0.037,0.026,0.016,0.012,0.001,0.080,0.016,0.000,0.000,0.010
