Morning,Afternoon,Evening,Night,CaseRatio,WordRatio,VerbRatio,NounRatio,PuncRatio,AdjectiveRatio,AdverbRatio,AbrvRatio,NumeralRatio,DeterminerRatio,PostPositiveRatio,DuplicatorRatio,ConjunctionRatio,InterjectionRatio,PronounRatio,QuestionRatio,IncorrectRatio,NegativeRatio,PluralRatio,PresentTimeRatio,FutureTimeRatio,PastTimeRatio,NarrTimeRatio,ProgTimeRatio,CondRatio,ImpRatio,NecessRatio,AbilRatio,NegAbilRatio,QuestionPuncRatio,ExclamationRatio,EllipsisRatio,CommaRatio,FullStopRatio,EnglishRatio,SmilingRatio,AffectedRatio,TongueRatio,NeutralRatio,UnwellRatio,NegRatio,RomanticRatio,FingersRatio,ActivityRatio,SportRatio,PlantRatio
0.943,0.385,0.057,0.615,95.263,14.432,1.544,6.731,1.573,1.364,0.707,0.000,0.230,0.586,0.299,0.003,0.569,0.049,0.405,0.065,0.936,0.295,1.512,0.252,0.063,0.326,0.183,0.358,0.066,0.145,0.013,0.047,0.048,0.069,0.022,0.017,0.000,0.612,0.007,0.013,0.000,0.000,0.001,0.000,0.000,0.001,0.002,0.000,0.000,0.000
0.349,0.556,0.651,0.444,81.370,7.505,1.144,2.734,0.414,0.588,0.592,0.000,0.103,0.360,0.125,0.000,0.360,0.043,0.407,0.089,0.931,0.177,0.371,0.178,0.060,0.237,0.070,0.336,0.034,0.122,0.005,0.026,0.046,0.010,0.025,0.010,0.000,0.028,0.046,0.033,0.019,0.009,0.005,0.073,0.010,0.089,0.025,0.003,0.000,0.009
0.514,0.631,0.486,0.369,88.408,11.127,1.419,5.051,1.333,1.026,0.444,0.000,0.177,0.362,0.172,0.002,0.292,0.107,0.363,0.064,0.897,0.166,1.134,0.226,0.074,0.281,0.082,0.221,0.030,0.332,0.012,0.027,0.029,0.034,0.095,0.051,0.000,0.360,0.004,0.067,0.021,0.004,0.019,0.005,0.004,0.018,0.075,0.001,0.001,0.004
0.843,0.542,0.157,0.458,95.161,12.370,1.761,5.495,1.247,1.208,0.696,0.000,0.188,0.377,0.250,0.000,0.463,0.024,0.388,0.117,0.797,0.388,1.362,0.350,0.100,0.331,0.117,0.383,0.083,0.226,0.021,0.052,0.055,0.128,0.023,0.011,0.000,0.704,0.006,0.003,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000
0.463,0.729,0.537,0.271,91.734,9.445,1.477,3.983,0.689,0.863,0.554,0.000,0.110,0.356,0.191,0.003,0.250,0.059,0.421,0.077,0.763,0.234,0.867,0.242,0.077,0.285,0.086,0.299,0.064,0.246,0.010,0.033,0.048,0.022,0.003,0.020,0.000,0.161,0.002,0.004,0.001,0.000,0.000,0.000,0.001,0.004,0.003,0.000,0.000,0.000
0.642,0.707,0.358,0.293,91.111,8.324,1.154,3.604,0.940,0.731,0.349,0.000,0.108,0.304,0.109,0.005,0.334,0.075,0.266,0.058,0.623,0.219,0.781,0.238,0.043,0.217,0.074,0.217,0.042,0.196,0.016,0.028,0.029,0.057,0.036,0.035,0.000,0.300,0.001,0.013,0.000,0.000,0.002,0.001,0.000,0.000,0.010,0.000,0.000,0.000
0.578,0.765,0.422,0.235,84.017,7.211,0.993,3.373,0.352,0.442,0.362,0.000,0.111,0.178,0.072,0.004,0.230,0.103,0.332,0.078,1.581,0.116,0.354,0.196,0.036,0.250,0.060,0.230,0.033,0.119,0.007,0.023,0.016,0.015,0.028,0.010,0.000,0.042,0.142,0.003,0.003,0.000,0.002,0.007,0.000,0.054,0.006,0.000,0.000,0.002
0.507,0.810,0.493,0.190,93.909,12.996,1.684,4.796,1.712,1.184,0.771,0.000,0.153,0.511,0.269,0.004,0.476,0.022,0.580,0.046,1.167,0.373,1.291,0.382,0.093,0.219,0.089,0.311,0.120,0.156,0.017,0.075,0.078,0.052,0.029,0.043,0.000,0.774,0.003,0.008,0.003,0.000,0.001,0.001,0.000,0.002,0.004,0.000,0.000,0.000
0.706,0.636,0.294,0.364,56.026,12.190,1.498,4.619,2.758,0.532,0.225,0.000,0.394,0.991,0.043,0.000,0.156,0.017,0.017,0.022,1.550,0.069,0.515,0.039,0.004,1.199,0.017,0.082,0.039,0.113,0.000,0.004,0.000,0.052,0.420,0.004,0.000,0.043,0.022,0.009,0.000,0.000,0.000,0.009,0.009,0.000,0.000,0.000,0.000,0.000
0.516,0.673,0.484,0.327,88.896,12.113,1.483,5.787,1.107,1.016,0.487,0.000,0.248,0.429,0.207,0.010,0.289,0.058,0.348,0.054,1.317,0.264,0.944,0.209,0.107,0.376,0.095,0.261,0.063,0.234,0.010,0.021,0.035,0.037,0.067,0.065,0.000,0.201,0.004,0.023,0.001,0.000,0.001,0.003,0.000,0.003,0.008,0.002,0.002,0.000
0.504,0.595,0.496,0.405,64.263,7.478,0.970,3.067,0.734,0.680,0.291,0.000,0.143,0.300,0.108,0.001,0.202,0.089,0.299,0.060,0.853,0.161,0.492,0.154,0.038,0.213,0.054,0.176,0.035,0.181,0.004,0.013,0.019,0.028,0.014,0.003,0.000,0.145,0.002,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.540,0.684,0.460,0.316,81.195,10.831,1.562,4.510,1.247,1.016,0.436,0.000,0.126,0.378,0.207,0.011,0.475,0.059,0.563,0.071,0.675,0.267,1.016,0.304,0.097,0.269,0.059,0.254,0.087,0.294,0.017,0.017,0.031,0.064,0.021,0.351,0.000,0.251,0.001,0.172,0.023,0.004,0.000,0.001,0.002,0.008,0.015,0.000,0.003,0.002
0.334,0.769,0.666,0.231,80.215,12.521,1.283,5.690,2.024,0.752,0.441,0.000,0.162,0.293,0.197,0.003,0.324,0.048,0.276,0.079,1.641,0.276,1.200,0.248,0.090,0.255,0.069,0.203,0.034,0.207,0.010,0.034,0.055,0.093,0.148,0.114,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.610,0.720,0.390,0.280,87.843,12.855,1.466,5.413,1.916,1.005,0.600,0.000,0.128,0.395,0.204,0.012,0.336,0.050,0.499,0.090,1.071,0.263,1.136,0.256,0.064,0.285,0.083,0.283,0.064,0.226,0.015,0.032,0.045,0.105,0.070,0.057,0.000,0.380,0.002,0.069,0.007,0.009,0.008,0.003,0.000,0.008,0.025,0.002,0.002,0.010
0.649,0.699,0.351,0.301,87.367,10.670,0.873,5.388,1.263,0.732,0.307,0.000,0.321,0.299,0.105,0.003,0.351,0.047,0.193,0.044,2.075,0.104,0.644,0.136,0.043,0.238,0.074,0.151,0.027,0.128,0.007,0.016,0.023,0.039,0.043,0.118,0.000,0.207,0.011,0.028,0.003,0.000,0.000,0.000,0.000,0.001,0.037,0.000,0.003,0.001
0.635,0.667,0.365,0.333,87.725,14.787,1.397,7.014,1.683,1.108,0.539,0.000,0.266,0.477,0.225,0.002,0.404,0.087,0.351,0.080,1.972,0.177,1.289,0.266,0.119,0.305,0.062,0.250,0.055,0.195,0.011,0.028,0.057,0.083,0.119,0.076,0.000,0.349,0.002,0.021,0.002,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.009,0.000
0.614,0.696,0.386,0.304,90.733,13.341,1.541,5.932,1.524,1.076,0.559,0.000,0.346,0.503,0.234,0.004,0.472,0.074,0.346,0.072,1.545,0.261,0.891,0.229,0.096,0.421,0.102,0.304,0.057,0.231,0.014,0.021,0.059,0.075,0.045,0.047,0.000,0.449,0.004,0.017,0.003,0.003,0.012,0.003,0.000,0.002,0.007,0.000,0.002,0.000
0.389,0.694,0.611,0.306,91.046,6.250,0.917,2.750,0.444,0.611,0.222,0.000,0.083,0.111,0.111,0.000,0.167,0.194,0.222,0.083,0.944,0.194,0.639,0.139,0.056,0.222,0.028,0.222,0.056,0.111,0.000,0.056,0.000,0.111,0.028,0.083,0.000,0.083,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.056,0.028,0.000,0.000,0.000
1.000,0.000,0.000,1.000,82.321,15.791,0.411,8.658,3.281,1.112,0.329,0.000,0.897,0.122,0.108,0.000,0.465,0.125,0.021,0.006,2.288,0.055,0.728,0.041,0.019,0.203,0.006,0.043,0.016,0.078,0.002,0.017,0.003,0.001,0.002,0.001,0.000,0.509,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.644,0.719,0.356,0.281,88.476,14.038,1.377,5.875,2.047,1.142,0.596,0.000,0.185,0.486,0.227,0.005,0.358,0.030,0.489,0.084,1.456,0.250,1.164,0.251,0.061,0.270,0.088,0.309,0.058,0.189,0.014,0.043,0.041,0.115,0.056,0.064,0.000,0.396,0.002,0.024,0.005,0.001,0.001,0.001,0.000,0.010,0.022,0.000,0.004,0.007
0.602,0.668,0.398,0.332,85.580,14.177,0.877,7.489,1.873,1.010,0.308,0.000,0.438,0.312,0.194,0.003,0.423,0.042,0.137,0.032,2.311,0.127,1.163,0.129,0.064,0.161,0.056,0.156,0.030,0.179,0.011,0.060,0.007,0.067,0.113,0.039,0.000,0.299,0.061,0.020,0.001,0.000,0.002,0.001,0.003,0.008,0.014,0.000,0.000,0.001
0.401,0.754,0.599,0.246,71.180,8.399,0.293,5.050,0.335,0.984,0.092,0.000,0.537,0.050,0.035,0.007,0.135,0.020,0.043,0.011,1.950,0.047,0.191,0.038,0.015,0.115,0.005,0.020,0.003,0.062,0.014,0.013,0.003,0.000,0.023,0.006,0.000,0.027,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.458,0.833,0.542,0.167,91.701,11.016,1.521,5.635,0.618,0.661,0.390,0.000,0.311,0.242,0.175,0.003,0.383,0.046,0.342,0.035,2.303,0.153,0.623,0.238,0.052,0.472,0.075,0.239,0.056,0.306,0.003,0.010,0.035,0.007,0.020,0.008,0.000,0.037,0.023,0.103,0.004,0.003,0.001,0.002,0.002,0.012,0.006,0.000,0.003,0.000
0.613,0.516,0.387,0.484,83.527,11.258,1.355,5.323,1.548,0.774,0.452,0.000,0.161,0.290,0.161,0.000,0.258,0.000,0.516,0.032,1.387,0.161,0.806,0.323,0.097,0.516,0.097,0.226,0.129,0.000,0.000,0.000,0.161,0.000,0.097,0.032,0.000,0.452,0.065,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000
0.570,0.840,0.430,0.160,77.759,9.384,1.139,4.174,0.272,0.627,0.566,0.000,0.090,0.410,0.147,0.005,0.360,0.073,0.407,0.053,1.392,0.190,0.549,0.158,0.036,0.241,0.059,0.324,0.024,0.148,0.012,0.026,0.042,0.008,0.035,0.008,0.000,0.068,0.024,0.006,0.016,0.000,0.001,0.080,0.000,0.050,0.029,0.001,0.000,0.002
0.479,0.695,0.521,0.305,93.559,9.949,1.493,4.105,0.741,0.981,0.620,0.000,0.118,0.500,0.230,0.000,0.453,0.042,0.425,0.073,0.437,0.283,0.830,0.250,0.107,0.324,0.094,0.313,0.054,0.176,0.022,0.044,0.079,0.041,0.023,0.021,0.000,0.245,0.002,0.175,0.021,0.003,0.122,0.061,0.007,0.017,0.018,0.002,0.000,0.007
0.605,0.594,0.395,0.406,92.686,12.125,1.389,4.980,1.994,0.872,0.552,0.000,0.297,0.450,0.224,0.005,0.358,0.130,0.272,0.098,1.168,0.237,0.892,0.252,0.084,0.297,0.108,0.237,0.053,0.236,0.010,0.035,0.030,0.087,0.028,0.074,0.000,0.471,0.041,0.103,0.110,0.004,0.007,0.009,0.003,0.000,0.008,0.000,0.000,0.000
0.632,0.649,0.368,0.351,88.509,14.058,1.035,7.234,1.415,1.094,0.480,0.000,0.363,0.392,0.146,0.006,0.374,0.105,0.281,0.047,2.737,0.193,0.842,0.175,0.076,0.228,0.035,0.152,0.035,0.216,0.012,0.053,0.012,0.029,0.105,0.012,0.000,0.292,0.117,0.035,0.012,0.000,0.000,0.006,0.000,0.012,0.018,0.000,0.000,0.000
0.296,0.781,0.704,0.219,92.894,11.580,1.418,4.490,1.325,0.960,0.692,0.000,0.247,0.540,0.292,0.008,0.483,0.068,0.394,0.119,1.192,0.255,0.924,0.210,0.064,0.370,0.120,0.349,0.050,0.137,0.002,0.044,0.052,0.137,0.058,0.006,0.000,0.540,0.002,0.000,0.001,0.000,0.000,0.001,0.000,0.009,0.009,0.000,0.000,0.000
0.455,0.818,0.545,0.182,95.293,11.408,1.509,4.619,1.062,1.051,0.715,0.000,0.210,0.518,0.287,0.006,0.554,0.071,0.470,0.079,0.886,0.322,0.843,0.264,0.058,0.337,0.130,0.336,0.080,0.205,0.009,0.048,0.041,0.082,0.070,0.005,0.000,0.682,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000
0.579,0.847,0.421,0.153,80.621,8.715,0.989,2.832,1.058,0.598,0.382,0.000,0.232,0.335,0.116,0.003,0.321,0.129,0.411,0.082,1.604,0.160,0.517,0.148,0.051,0.245,0.078,0.271,0.017,0.107,0.007,0.017,0.026,0.089,0.047,0.076,0.000,0.177,0.044,0.013,0.005,0.003,0.003,0.003,0.000,0.058,0.009,0.000,0.000,0.020
0.428,0.733,0.572,0.267,94.523,7.539,1.273,2.706,0.470,0.770,0.484,0.000,0.066,0.346,0.141,0.003,0.299,0.072,0.577,0.129,0.425,0.208,0.750,0.204,0.045,0.226,0.094,0.313,0.037,0.170,0.012,0.039,0.043,0.037,0.011,0.056,0.000,0.120,0.003,0.088,0.006,0.000,0.005,0.022,0.003,0.003,0.004,0.001,0.000,0.001
0.212,0.799,0.788,0.201,94.664,11.647,1.711,4.632,0.948,1.132,0.744,0.000,0.177,0.491,0.211,0.004,0.461,0.124,0.491,0.074,0.947,0.269,1.011,0.321,0.077,0.301,0.102,0.363,0.070,0.270,0.018,0.047,0.053,0.029,0.028,0.024,0.000,0.353,0.006,0.141,0.034,0.005,0.062,0.012,0.005,0.066,0.014,0.005,0.000,0.003
0.683,0.683,0.317,0.317,93.871,10.920,1.783,4.655,0.705,1.274,0.620,0.000,0.190,0.454,0.194,0.003,0.279,0.081,0.376,0.068,0.981,0.333,0.808,0.317,0.122,0.407,0.114,0.321,0.074,0.230,0.033,0.035,0.056,0.026,0.030,0.297,0.000,0.137,0.000,0.057,0.001,0.011,0.013,0.004,0.000,0.018,0.020,0.000,0.000,0.000
0.645,0.643,0.355,0.357,89.115,8.735,1.082,3.474,1.083,0.765,0.432,0.000,0.099,0.357,0.143,0.007,0.370,0.104,0.329,0.088,0.771,0.154,0.591,0.180,0.058,0.252,0.086,0.213,0.035,0.155,0.005,0.034,0.020,0.051,0.041,0.032,0.000,0.315,0.010,0.014,0.004,0.001,0.010,0.014,0.000,0.038,0.015,0.004,0.016,0.006
0.767,0.690,0.233,0.310,83.926,13.443,0.780,7.390,1.639,0.865,0.239,0.000,0.432,0.215,0.178,0.005,0.265,0.082,0.127,0.050,2.737,0.098,0.812,0.114,0.066,0.225,0.050,0.146,0.024,0.133,0.000,0.032,0.011,0.080,0.162,0.029,0.000,0.286,0.127,0.024,0.005,0.000,0.003,0.005,0.003,0.008,0.021,0.000,0.005,0.000
0.635,0.638,0.365,0.362,92.731,10.830,1.152,4.521,1.312,0.693,0.312,0.000,0.140,0.439,0.045,0.024,0.370,0.079,0.260,0.001,2.700,0.099,0.547,0.222,0.019,0.347,0.072,0.028,0.028,0.223,0.005,0.000,0.003,0.160,0.014,0.005,0.000,0.557,0.012,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000
0.355,0.775,0.645,0.225,90.048,10.580,1.408,4.413,1.348,0.964,0.440,0.000,0.128,0.413,0.215,0.007,0.341,0.053,0.541,0.070,0.713,0.300,0.872,0.319,0.070,0.200,0.058,0.188,0.077,0.234,0.034,0.041,0.041,0.094,0.085,0.075,0.000,0.348,0.002,0.017,0.007,0.002,0.000,0.000,0.000,0.010,0.005,0.000,0.000,0.000
0.399,0.683,0.601,0.317,77.387,10.040,1.423,3.859,1.803,0.462,0.156,0.000,0.242,1.035,0.043,0.003,0.094,0.032,0.114,0.014,1.169,0.053,0.389,0.080,0.010,1.058,0.018,0.069,0.011,0.137,0.003,0.004,0.006,0.033,0.071,0.018,0.000,0.058,0.008,0.054,0.026,0.003,0.009,0.032,0.001,0.052,0.028,0.002,0.001,0.017
0.083,0.917,0.917,0.083,85.665,11.167,0.542,4.625,2.625,1.917,0.208,0.000,0.458,0.083,0.042,0.042,0.167,0.000,0.125,0.167,1.708,0.000,0.292,0.083,0.000,0.333,0.000,0.083,0.000,0.000,0.000,0.042,0.000,0.083,0.458,0.333,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.123,0.795,0.877,0.205,92.305,12.986,1.452,4.589,2.712,1.370,0.589,0.000,0.110,0.534,0.151,0.041,0.562,0.151,0.329,0.110,0.795,0.274,0.822,0.205,0.027,0.274,0.055,0.205,0.027,0.288,0.014,0.027,0.041,0.000,0.000,0.055,0.000,0.699,0.014,0.178,0.014,0.000,0.055,0.014,0.000,0.000,0.000,0.000,0.000,0.000
0.586,0.669,0.414,0.331,87.316,12.546,1.324,5.533,1.849,0.907,0.462,0.000,0.170,0.405,0.166,0.002,0.343,0.068,0.363,0.072,1.407,0.209,0.998,0.213,0.065,0.265,0.100,0.239,0.044,0.204,0.008,0.019,0.056,0.079,0.063,0.078,0.000,0.411,0.015,0.033,0.003,0.003,0.011,0.007,0.003,0.004,0.014,0.001,0.000,0.001
0.511,0.800,0.489,0.200,85.987,13.215,1.120,6.514,1.445,1.002,0.521,0.000,0.373,0.393,0.234,0.009,0.439,0.095,0.239,0.041,2.349,0.179,0.668,0.198,0.057,0.277,0.105,0.182,0.061,0.179,0.006,0.034,0.033,0.040,0.036,0.041,0.000,0.505,0.086,0.003,0.001,0.000,0.003,0.004,0.001,0.003,0.003,0.000,0.001,0.000
0.593,0.656,0.407,0.344,88.782,14.228,1.217,7.137,2.020,1.126,0.331,0.000,0.510,0.275,0.172,0.003,0.258,0.028,0.159,0.033,1.895,0.157,0.897,0.155,0.120,0.447,0.055,0.198,0.037,0.117,0.016,0.043,0.041,0.041,0.132,0.088,0.000,0.242,0.003,0.009,0.000,0.000,0.000,0.003,0.000,0.003,0.002,0.000,0.002,0.001
0.409,0.786,0.591,0.214,88.391,12.856,1.334,5.831,1.762,1.027,0.570,0.000,0.368,0.420,0.207,0.013,0.371,0.076,0.285,0.059,1.471,0.240,0.840,0.200,0.076,0.310,0.098,0.283,0.049,0.181,0.003,0.029,0.041,0.067,0.042,0.065,0.000,0.501,0.011,0.079,0.008,0.000,0.002,0.008,0.001,0.006,0.015,0.000,0.001,0.003
0.559,0.758,0.441,0.242,95.196,10.027,1.542,3.695,0.752,0.952,0.679,0.000,0.084,0.462,0.218,0.006,0.395,0.078,0.666,0.097,0.454,0.357,0.805,0.336,0.042,0.298,0.095,0.256,0.050,0.252,0.013,0.042,0.071,0.044,0.113,0.176,0.000,0.147,0.000,0.225,0.023,0.006,0.181,0.027,0.019,0.002,0.048,0.000,0.000,0.000
0.765,0.313,0.235,0.687,93.275,8.633,0.739,4.791,0.702,0.456,0.309,0.000,0.271,0.152,0.103,0.006,0.161,0.106,0.135,0.052,2.263,0.097,0.434,0.155,0.024,0.138,0.039,0.111,0.041,0.166,0.003,0.028,0.012,0.045,0.064,0.025,0.000,0.125,0.262,0.017,0.003,0.000,0.001,0.001,0.000,0.003,0.015,0.000,0.000,0.001
0.628,0.684,0.372,0.316,93.793,13.165,1.362,5.915,1.521,1.176,0.525,0.000,0.351,0.498,0.250,0.003,0.505,0.075,0.373,0.070,1.262,0.219,1.099,0.208,0.060,0.273,0.175,0.252,0.062,0.158,0.007,0.035,0.042,0.067,0.016,0.094,0.000,0.482,0.013,0.079,0.003,0.001,0.004,0.008,0.000,0.004,0.005,0.000,0.002,0.001
0.432,0.832,0.568,0.168,72.871,6.781,0.952,2.120,0.536,0.493,0.362,0.000,0.089,0.255,0.099,0.000,0.329,0.124,0.336,0.052,1.368,0.131,0.316,0.141,0.051,0.252,0.044,0.260,0.023,0.130,0.004,0.009,0.039,0.038,0.010,0.011,0.000,0.216,0.018,0.012,0.004,0.004,0.002,0.002,0.000,0.056,0.008,0.000,0.000,0.006
0.602,0.764,0.398,0.236,90.971,9.619,1.111,4.503,1.067,0.792,0.345,0.000,0.165,0.288,0.124,0.005,0.263,0.060,0.235,0.107,1.284,0.171,0.601,0.180,0.061,0.260,0.063,0.180,0.045,0.220,0.015,0.022,0.026,0.096,0.044,0.037,0.000,0.328,0.008,0.017,0.000,0.001,0.000,0.002,0.002,0.006,0.005,0.000,0.001,0.000
0.521,0.737,0.479,0.263,92.017,8.897,1.588,3.595,0.256,0.807,0.493,0.000,0.153,0.351,0.185,0.009,0.334,0.094,0.458,0.067,1.112,0.247,0.622,0.230,0.094,0.409,0.082,0.329,0.048,0.215,0.021,0.021,0.034,0.020,0.003,0.002,0.000,0.084,0.003,0.098,0.001,0.001,0.000,0.000,0.006,0.007,0.003,0.000,0.000,0.000
0.472,0.732,0.528,0.268,32.655,6.393,0.009,2.181,2.161,0.009,0.002,0.000,0.140,0.019,0.003,0.000,0.002,0.017,0.010,0.000,1.898,0.000,0.004,0.002,0.000,0.000,0.000,0.000,0.003,0.004,0.000,0.001,0.000,0.001,0.054,0.027,0.000,0.284,0.009,0.088,0.007,0.001,0.001,0.004,0.002,0.182,0.038,0.000,0.001,0.002
0.611,0.527,0.389,0.473,90.371,9.333,1.074,4.067,0.965,0.617,0.274,0.000,0.166,0.303,0.038,0.012,0.346,0.062,0.226,0.011,2.333,0.089,0.418,0.198,0.027,0.352,0.073,0.034,0.027,0.218,0.007,0.000,0.003,0.119,0.012,0.003,0.000,0.271,0.017,0.035,0.006,0.000,0.004,0.005,0.000,0.003,0.000,0.001,0.000,0.000
0.570,0.702,0.430,0.298,95.199,10.868,1.587,4.507,0.708,1.120,0.730,0.000,0.120,0.618,0.308,0.000,0.413,0.038,0.504,0.074,0.514,0.369,1.013,0.278,0.096,0.332,0.073,0.368,0.073,0.162,0.011,0.056,0.079,0.062,0.033,0.004,0.000,0.306,0.004,0.040,0.010,0.001,0.000,0.001,0.000,0.012,0.004,0.001,0.000,0.001
0.846,0.846,0.154,0.154,96.209,11.846,2.000,3.769,0.846,0.692,1.000,0.000,0.000,0.615,0.308,0.000,1.000,0.000,1.154,0.000,1.000,0.231,0.769,0.385,0.000,0.538,0.077,0.154,0.077,0.077,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000
0.653,0.636,0.347,0.364,92.466,10.529,1.353,4.546,1.079,0.852,0.457,0.000,0.249,0.367,0.189,0.004,0.351,0.043,0.320,0.089,1.265,0.214,0.814,0.254,0.057,0.387,0.104,0.182,0.028,0.199,0.014,0.030,0.026,0.106,0.254,0.135,0.000,0.170,0.010,0.186,0.026,0.021,0.043,0.006,0.003,0.016,0.026,0.000,0.000,0.000
0.616,0.739,0.384,0.261,92.592,12.076,1.221,4.816,1.425,1.063,0.548,0.000,0.286,0.487,0.182,0.007,0.368,0.050,0.289,0.035,1.885,0.197,0.904,0.246,0.049,0.284,0.090,0.249,0.040,0.123,0.007,0.040,0.024,0.062,0.027,0.126,0.000,0.531,0.010,0.025,0.008,0.000,0.005,0.030,0.000,0.000,0.010,0.000,0.000,0.000
0.596,0.677,0.404,0.323,87.943,9.856,1.199,3.864,1.915,0.753,0.363,0.000,0.346,0.356,0.115,0.003,0.284,0.046,0.269,0.091,0.820,0.168,0.682,0.227,0.076,0.248,0.075,0.198,0.048,0.183,0.005,0.033,0.038,0.089,0.024,0.016,0.000,0.606,0.002,0.046,0.011,0.000,0.000,0.003,0.000,0.012,0.007,0.003,0.003,0.000
0.584,0.759,0.416,0.241,92.427,7.146,1.155,2.952,0.268,0.631,0.345,0.000,0.120,0.305,0.152,0.003,0.289,0.089,0.275,0.070,0.931,0.168,0.516,0.170,0.057,0.325,0.087,0.238,0.037,0.172,0.006,0.025,0.020,0.025,0.008,0.014,0.000,0.058,0.010,0.005,0.001,0.000,0.003,0.013,0.000,0.018,0.000,0.000,0.000,0.000
0.400,0.750,0.600,0.250,94.182,9.025,1.650,3.550,0.700,0.725,0.575,0.000,0.100,0.325,0.200,0.000,0.200,0.200,0.650,0.100,0.725,0.200,0.450,0.200,0.025,0.350,0.025,0.325,0.075,0.500,0.000,0.000,0.050,0.150,0.000,0.000,0.000,0.375,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.555,0.733,0.445,0.267,88.091,12.342,1.109,5.822,1.582,0.805,0.457,0.000,0.243,0.345,0.185,0.008,0.301,0.111,0.303,0.064,2.347,0.174,0.726,0.163,0.036,0.256,0.108,0.206,0.044,0.173,0.006,0.026,0.025,0.036,0.038,0.092,0.000,0.376,0.116,0.015,0.004,0.006,0.006,0.005,0.003,0.008,0.008,0.000,0.001,0.006
0.521,0.807,0.479,0.193,88.896,11.855,1.377,4.883,1.798,0.955,0.622,0.000,0.111,0.417,0.206,0.002,0.362,0.036,0.549,0.093,0.717,0.277,1.022,0.270,0.077,0.237,0.083,0.294,0.072,0.161,0.009,0.053,0.054,0.119,0.049,0.029,0.000,0.415,0.001,0.019,0.006,0.000,0.001,0.002,0.000,0.003,0.010,0.003,0.002,0.001
0.396,0.689,0.604,0.311,93.008,9.956,1.588,3.875,0.659,0.821,0.605,0.000,0.111,0.373,0.184,0.003,0.406,0.097,0.544,0.104,1.020,0.241,0.744,0.207,0.094,0.386,0.119,0.355,0.033,0.215,0.009,0.037,0.048,0.031,0.014,0.033,0.000,0.292,0.006,0.008,0.001,0.000,0.002,0.002,0.000,0.014,0.004,0.000,0.001,0.002
0.368,0.736,0.632,0.264,92.808,13.102,1.618,5.391,1.584,1.175,0.683,0.000,0.153,0.611,0.269,0.005,0.414,0.060,0.507,0.062,0.858,0.281,1.139,0.283,0.091,0.347,0.098,0.366,0.042,0.201,0.012,0.043,0.057,0.066,0.091,0.045,0.000,0.515,0.002,0.108,0.020,0.001,0.041,0.009,0.002,0.014,0.008,0.001,0.000,0.013
0.554,0.799,0.446,0.201,91.989,9.952,1.579,3.849,0.399,0.812,0.612,0.000,0.080,0.435,0.191,0.002,0.398,0.085,0.566,0.103,1.339,0.238,0.733,0.220,0.056,0.370,0.126,0.365,0.062,0.210,0.003,0.026,0.054,0.081,0.014,0.018,0.000,0.084,0.005,0.035,0.023,0.001,0.001,0.006,0.001,0.081,0.040,0.002,0.000,0.016
0.534,0.594,0.466,0.406,87.542,12.618,1.206,5.621,2.099,0.937,0.504,0.000,0.242,0.463,0.179,0.009,0.299,0.101,0.293,0.081,1.266,0.221,0.982,0.194,0.060,0.221,0.084,0.260,0.045,0.176,0.009,0.018,0.027,0.075,0.090,0.104,0.000,0.394,0.036,0.030,0.000,0.000,0.006,0.003,0.000,0.027,0.012,0.000,0.009,0.000
0.608,0.453,0.392,0.547,90.728,14.878,1.490,6.811,2.005,1.208,0.614,0.000,0.281,0.491,0.259,0.009,0.390,0.071,0.359,0.098,1.545,0.241,1.243,0.240,0.085,0.367,0.131,0.288,0.056,0.214,0.014,0.026,0.046,0.097,0.099,0.078,0.000,0.447,0.000,0.029,0.003,0.000,0.010,0.004,0.001,0.004,0.014,0.000,0.000,0.000
0.707,0.414,0.293,0.586,91.114,12.397,1.155,6.345,1.414,1.034,0.534,0.000,0.276,0.379,0.190,0.000,0.138,0.052,0.448,0.069,1.259,0.224,1.103,0.172,0.121,0.293,0.086,0.121,0.069,0.172,0.000,0.034,0.017,0.052,0.103,0.069,0.000,0.328,0.034,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000
